id,title,credits,download_icon0,download_icon0_mirror,download_url,download_url_mirror,download_readme,download_readme_mirror,download_src,download_src_mirror,time_added,config_type,options,type,depends,visible
NMDG54882,No More Dungeons!,VitaHEX Games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/NMDG54882_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/NMDG54882.vpk,None,None,None,None,None,1588341930,None,None,VPK,None,True
AGWN00000,A game without a name!,Borad Games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/AGWN00000_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/AGWN00000.vpk,None,None,None,https://drive.google.com/file/d/1r23ZFlm_0RnJdARX2FEJ9JbbsciDeAnM/view,None,1588341929,None,None,VPK,None,True
ABCD13370,DarkWlak,Paulo,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD13370_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD13370.vpk,None,None,None,None,None,1588341928,None,None,VPK,None,True
POSTAL001,Postal,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/PostalVita/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/POSTAL001_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=415,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/POSTAL001.vpk,None,None,https://github.com/Rinnegatamante/PostalVita.git,None,1588341927,None,None,VPK,77f8b1f7,True
PLMN00001,Plugins Manager,kylon,https://bitbucket.org/kylon/plugins-manager-vita/raw/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PLMN00001_icon0.png,https://bitbucket.org/kylon/plugins-manager-vita/downloads/plgmn.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PLMN00001.vpk,https://bitbucket.org/kylon/plugins-manager-vita/raw/master/README.md,None,https://bitbucket.org/kylon/plugins-manager-vita/overview,None,1588341926,None,None,VPK,None,True
NXEV00001,NXENGINE-EVO,sarcasticat,https://raw.githubusercontent.com/nxengine/nxengine-evo/master/platform/vita/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/NXEV00001_icon0.png,https://github.com/nxengine/nxengine-evo/releases/download/v2.6.4/NXEngine-v2.6.4-Vita.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/NXEV00001.vpk,https://raw.githubusercontent.com/nxengine/nxengine-evo/master/README.md,None,https://github.com/nxengine/nxengine-evo.git,None,1588341925,None,None,VPK,None,True
NUMPTY001,NumptyPhysics,Rinnegatamante & meetpatty,https://raw.githubusercontent.com/Rinnegatamante/NumptyPhysics-Vita/master/builder/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/NUMPTY001_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=243,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/NUMPTY001.vpk,https://raw.githubusercontent.com/Rinnegatamante/NumptyPhysics-Vita/master/README.md,None,https://github.com/Rinnegatamante/NumptyPhysics-Vita.git,None,1588341924,None,None,VPK,4ade44f3,True
CUID18745,Cup Critters,FantaHourglass,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CUID18745_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CUID18745.vpk,None,None,None,None,None,1588341923,None,None,VPK,None,True
LAPY00001,Save The Scene,Lapy,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/LAPY00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/LAPY00001.vpk,None,None,None,https://github.com/Lapy055/Save_the_Scene.git,None,1588341922,None,None,VPK,None,True
PAUL00001,Jam,Paulo,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PAUL00001_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PAUL00001.vpk,None,None,None,None,None,1588341921,None,None,VPK,None,True
OOPP54321,Home,Paulo,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/OOPP54321_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/OOPP54321.vpk,None,None,None,None,None,1588341920,None,None,VPK,None,True
BEBE12908,MKMayhem,FantaHourglass,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BEBE12908_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BEBE12908.vpk,None,None,None,None,None,1588341919,None,None,VPK,None,True
ROCKS0000,rocksndiamonds,rsn8887,https://raw.githubusercontent.com/rsn8887/rocksndiamonds/master/psp2data/rocksndiamonds/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ROCKS0000_icon0.png,https://github.com/rsn8887/rocksndiamonds/releases/download/1.14/rocksndiamonds_vita_1.12.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ROCKS0000.vpk,https://raw.githubusercontent.com/rsn8887/rocksndiamonds/master/README.MD,None,https://github.com/rsn8887/rocksndiamonds.git,None,1588341918,None,None,VPK,bd3d35e,True
TOSF87312,SunflowerChair,Modello,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/TOSF87312_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/TOSF87312.vpk,None,None,None,None,None,1588341917,None,None,VPK,None,True
JUMPNBUMP,jumpnbump,rsn8887,https://raw.githubusercontent.com/rsn8887/jumpnbump/master/psp2data/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/JUMPNBUMP_icon0.png,https://github.com/rsn8887/jumpnbump/releases/download/1.01/jumpnbump_1.00.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/JUMPNBUMP.vpk,https://raw.githubusercontent.com/rsn8887/jumpnbump/master/README.md,None,https://github.com/rsn8887/jumpnbump.git,None,1588341916,None,None,VPK,None,True
ZERO00001,ZeldaROTH,usineur,https://raw.githubusercontent.com/usineur/ZeldaROTH/vita/res/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ZERO00001_icon0.png,https://github.com/usineur/ZeldaROTH/releases/download/1.3/ZeldaROTH.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ZERO00001.vpk,https://raw.githubusercontent.com/usineur/ZeldaROTH/vita/README.md,None,https://github.com/usineur/ZeldaROTH.git,None,1588341915,None,None,VPK,None,True
SKGPKG2CH,★Package Installer Launcher,SKGleba,https://raw.githubusercontent.com/SKGleba/PKGinstallerLauncher/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SKGPKG2CH_icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SKGPKG2CH.vpk,None,https://raw.githubusercontent.com/SKGleba/PKGinstallerLauncher/master/README.md,None,https://github.com/SKGleba/PKGinstallerLauncher.git,None,1588341914,None,None,VPK,None,True
LUAMANGAS,Manga Downloader,MyLegGuy,https://raw.githubusercontent.com/MyLegGuy/MangaDownloader-Vita/master/VpkContents/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/LUAMANGAS_icon0.png,https://github.com/MyLegGuy/MangaDownloader-Vita/releases/download/v2.5/MangaDownloader-v2.5.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/LUAMANGAS.vpk,https://raw.githubusercontent.com/MyLegGuy/MangaDownloader-Vita/master/README.md,None,https://github.com/MyLegGuy/MangaDownloader-Vita.git,None,1588341912,None,None,VPK,None,True
PTVT45668,The Hallway,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PTVT45668_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PTVT45668.vpk,None,None,None,None,None,1588341911,None,None,VPK,None,True
RTFD12345,Red Runner,RetroGamer74,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/RTFD12345_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/RTFD12345.vpk,None,https://raw.githubusercontent.com/RetroGamer74/RedRunner/master/README.md,None,https://github.com/RetroGamer74/RedRunner.git,None,1588341910,None,None,VPK,None,True
ABCD12345_05,The Enchanted Forest,RetroGamer74,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD12345_05_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD12345_05.vpk,None,None,None,None,None,1588341909,None,None,VPK,None,True
ZMBR94732,Zombiebound Reloaded,VitaHEX games,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ZMBR94732_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ZMBR94732.vpk,None,None,None,None,None,1588341908,None,None,VPK,None,True
FRYM12345,FryingMaster,LazyOx199,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/FRYM12345_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/FRYM12345.vpk,None,None,None,None,None,1588341907,None,None,VPK,None,True
SMWAR0000,SuperMarioWar,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/smw-vita/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SMWAR0000_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=422,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SMWAR0000.vpk,None,None,https://github.com/Rinnegatamante/smw-vita.git,None,1588341905,None,None,VPK,f22dba1,True
MLCL00003,ensō_ex,SKGleba & Team Molecule,https://raw.githubusercontent.com/SKGleba/enso_ex/master/installer/res/icon.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MLCL00003_icon0.png,https://github.com/SKGleba/enso_ex/releases/download/v4.1/enso_ex.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MLCL00003.vpk,https://raw.githubusercontent.com/SKGleba/enso_ex/master/README.md,None,https://github.com/SKGleba/enso_ex.git,None,1588341904,None,None,VPK,None,True
MODORU000,modoru 戻る,TheFloW,https://raw.githubusercontent.com/TheOfficialFloW/modoru/master/pkg/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/MODORU000_icon0.png,https://github.com/TheOfficialFloW/modoru/releases/download/v1.0/modoru.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/MODORU000.vpk,https://raw.githubusercontent.com/TheOfficialFloW/modoru/master/README.md,None,https://github.com/TheOfficialFloW/modoru.git,None,1588341903,None,None,VPK,None,True
DEFD20485,2048,FantaHourglass,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DEFD20485_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DEFD20485.vpk,None,None,None,None,None,1588341902,None,None,VPK,None,True
PSVGC0001,Virtual GC,motoharu,https://raw.githubusercontent.com/motoharu-gosuto/psvgamesd/master/app/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PSVGC0001_icon0.png,https://github.com/motoharu-gosuto/psvgamesd/releases/download/v2.0/psvgc.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PSVGC0001.vpk,https://raw.githubusercontent.com/motoharu-gosuto/psvgamesd/master/README.md,None,https://github.com/motoharu-gosuto/psvgamesd.git,None,1588341901,None,None,VPK,None,True
FHOMM0002,Free Heroes 2,Northfear,https://raw.githubusercontent.com/Northfear/fheroes2-vita/master/sce_sys/icon1.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/FHOMM0002_icon0.png,https://github.com/Northfear/fheroes2-vita/releases/download/v1.0.1/fheroes2.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/FHOMM0002.vpk,https://raw.githubusercontent.com/Northfear/fheroes2-vita/master/README.md,None,https://github.com/Northfear/fheroes2-vita.git,None,1588341900,None,None,VPK,None,True
VGEE00001,RPPHS,G33 & MotoLegacy,https://raw.githubusercontent.com/G333333/RPPHS/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VGEE00001_icon0.png,https://github.com/G333333/RPPHS/releases/download/v1.2/RPPHS.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VGEE00001.vpk,https://raw.githubusercontent.com/G333333/RPPHS/master/Readme.md,None,https://github.com/G333333/RPPHS.git,None,1588341899,None,None,VPK,None,True
SKGIMCULK,IMCUnlockLite,SKGleba,https://raw.githubusercontent.com/SKGleba/IMCUnlockLite/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SKGIMCULK_icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SKGIMCULK.vpk,None,https://raw.githubusercontent.com/SKGleba/IMCUnlockLite/master/README.md,None,https://github.com/SKGleba/IMCUnlockLite.git,None,1588341898,None,None,VPK,None,True
ABCD00999,Waves,Paulo,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD00999_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD00999.vpk,None,None,None,None,None,1588341897,None,None,VPK,None,True
LAPY00004,Overcome,Lapy,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/LAPY00004_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/LAPY00004.vpk,None,None,None,None,None,1588341896,None,None,VPK,None,True
CUBCCONUN,Cubic Conundrum,forthw & JeffRuLz345,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CUBCCONUN_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CUBCCONUN.vpk,None,None,None,None,None,1588341895,None,None,VPK,None,True
BADA00001,Bad Apple Vita!!!,knight-ryu12 & Princess of Sleeping,https://raw.githubusercontent.com/knight-ryu12/badapplevita/master/bin/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/BADA00001_icon0.png,https://github.com/knight-ryu12/badapplevita/releases/download/v1.0/badapple_VITA.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/BADA00001.vpk,https://raw.githubusercontent.com/knight-ryu12/badapplevita/master/README.md,None,https://github.com/knight-ryu12/badapplevita.git,None,1588341894,None,None,VPK,None,True
F2BGLVITA,FadeToBlack,usineur,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/F2BGLVITA_icon0.png,None,https://github.com/usineur/f2bgl/releases/download/vita-1.0/FadeToBlack.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/F2BGLVITA.vpk,https://raw.githubusercontent.com/usineur/f2bgl/master/README.txt,None,https://github.com/usineur/f2bgl.git,None,1588341893,None,None,VPK,None,True
RTRLVAREA,RetroLivearea,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/RetroLivearea/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/RTRLVAREA_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=380,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/RTRLVAREA.vpk,None,None,https://github.com/Rinnegatamante/RetroLivearea.git,None,1588341892,None,None,VPK,None,True
ADBT00001,App DB Tool,luck & kylon,https://bitbucket.org/kylon/appdbtool/raw/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ADBT00001_icon0.png,https://bitbucket.org/kylon/appdbtool/downloads/appdbtool.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ADBT00001.vpk,https://bitbucket.org/kylon/appdbtool/raw/master/sce_sys/icon0.png,None,https://bitbucket.org/kylon/appdbtool,None,1588341891,None,None,VPK,None,True
WOLF00001,vitaWolfen,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/vitaWolfen/master/release/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/WOLF00001_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=31,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/WOLF00001.vpk,None,None,https://github.com/Rinnegatamante/vitaWolfen.git,None,1588341890,None,None,VPK,f442191f,True
PICRESTGM,PiCrest,Creckeryop,https://raw.githubusercontent.com/Creckeryop/PiCrest/master/make/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PICRESTGM_icon0.png,https://github.com/Creckeryop/PiCrest/releases/download/v1.11-1/PiCrest.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PICRESTGM.vpk,https://raw.githubusercontent.com/Creckeryop/PiCrest/master/README.md,None,https://github.com/Creckeryop/PiCrest.git,None,1588341889,None,None,VPK,None,True
RBSD00001,Reboot or Shutdown,McCallum99,https://raw.githubusercontent.com/McCallum99/PSVitaRebootShutdown/master/source/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/RBSD00001_icon0.png,https://github.com/McCallum99/PSVitaRebootShutdown/releases/download/v1.08/VitaRebootShutdown.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/RBSD00001.vpk,https://raw.githubusercontent.com/McCallum99/PSVitaRebootShutdown/master/README.md,None,https://github.com/McCallum99/PSVitaRebootShutdown.git,None,1588341888,None,None,VPK,None,True
ABCD12345_04,TLC,WIDECGC,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD12345_04_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD12345_04.vpk,None,None,None,None,None,1588341887,None,None,VPK,None,True
CANNONBAL,Cannonball,rsn8887,https://raw.githubusercontent.com/rsn8887/cannonball/master/psp2data/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/CANNONBAL_icon0.png,https://github.com/rsn8887/cannonball/releases/download/1.07switchgit-vita%2Fswitch-rsn8887/Cannonball_1.05.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/CANNONBAL.vpk,https://raw.githubusercontent.com/rsn8887/cannonball/master/README.MD,None,https://github.com/rsn8887/cannonball.git,None,1588341886,None,None,VPK,None,True
ABCD12346,El Pollo de Lapy,Lapy,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD12346_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD12346.vpk,None,None,None,None,None,1588341885,None,None,VPK,None,True
VSOI00001,VSOI,gnmmarechal,None,None,https://github.com/gnmmarechal/VSOI/releases/download/v0.1/VSOI.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VSOI00001.vpk,https://raw.githubusercontent.com/gnmmarechal/VSOI/master/README.md,None,https://github.com/gnmmarechal/VSOI.git,None,1588341884,None,None,VPK,None,True
WSTLNDKNG,Wasteland Kings,Vlambeer & JeffRuLz345,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/WSTLNDKNG_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/WSTLNDKNG.vpk,None,None,None,None,None,1588341883,None,None,VPK,None,True
TEAR00001,Shiromino,Tear,https://raw.githubusercontent.com/Tearff/shiromino/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/TEAR00001_icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/TEAR00001.vpk,None,https://raw.githubusercontent.com/Tearff/shiromino/master/README.md,None,https://github.com/Tearff/shiromino.git,None,1588341882,None,None,VPK,None,True
VSCU00001,scummvm,cpasjuste & rsn8887 & ScummVM Team,https://raw.githubusercontent.com/scummvm/scummvm/master/dists/psp2/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VSCU00001_icon0.png,https://www.scummvm.org/frs/scummvm/2.1.1/scummvm-2.1.1-vita.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VSCU00001.vpk,https://raw.githubusercontent.com/scummvm/scummvm/master/README.md,None,https://github.com/scummvm/scummvm.git,None,1588341881,None,None,VPK,None,True
WIZAWIZRD,Wizard Wizard,Crateboy & JeffRuLz345,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/WIZAWIZRD_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/WIZAWIZRD.vpk,None,None,None,None,None,1588341880,None,None,VPK,None,True
XASH00001,vitaXash3D,fgsfds,https://raw.githubusercontent.com/fgsfdsfgs/vitaXash3D/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/XASH00001_icon0.png,https://github.com/fgsfdsfgs/vitaXash3D/releases/download/v4/vitaXash3D.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/XASH00001.vpk,https://raw.githubusercontent.com/fgsfdsfgs/vitaXash3D/master/README.md,None,https://github.com/fgsfdsfgs/vitaXash3D.git,None,1588341879,None,None,VPK,925a0e06,True
SWITCHSDV,Switch SD2Vita,AppleIo & wth,https://raw.githubusercontent.com/Applelo/SwitchSD2Vita/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SWITCHSDV_icon0.png,https://github.com/Applelo/SwitchSD2Vita/releases/download/2.1/switch_sd2vita.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SWITCHSDV.vpk,https://raw.githubusercontent.com/Applelo/SwitchSD2Vita/master/README.md,None,https://github.com/Applelo/SwitchSD2Vita.git,None,1588341878,None,None,VPK,None,True
PATH00027,Bookr MOD Vita,pathway27,https://raw.githubusercontent.com/pathway27/bookr-mod-vita/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PATH00027_icon0.png,https://github.com/pathway27/bookr-mod-vita/releases/download/v0.3.1/bookr-mod-vita-v0.3.1.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PATH00027.vpk,https://raw.githubusercontent.com/pathway27/bookr-mod-vita/master/README.md,None,https://github.com/pathway27/bookr-mod-vita.git,None,1588341877,None,None,VPK,None,True
ZELDATTT1,Zelda3T,usineur,https://raw.githubusercontent.com/usineur/Zelda3T/vita/res/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ZELDATTT1_icon0.png,https://github.com/usineur/Zelda3T/releases/download/1.3.1/Zelda3T.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ZELDATTT1.vpk,https://raw.githubusercontent.com/usineur/Zelda3T/vita/README.md,None,https://github.com/usineur/Zelda3T.git,None,1588341875,None,None,VPK,None,True
ABCD12347,El Pollo 2.0,Lapy,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/ABCD12347_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/ABCD12347.vpk,None,None,None,None,None,1588341874,None,None,VPK,None,True
THTR00001,Tetromino - Touhou Edition,Aurora & svennd,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/THTR00001_icon0.png,None,https://vitadb.rinnegatamante.it/get_hb_url.php?id=376,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/THTR00001.vpk,None,None,None,None,1588341873,None,None,VPK,None,True
VITABUP00,Vita Backup,joel16,https://raw.githubusercontent.com/joel16/VitaBackup/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITABUP00_icon0.png,https://github.com/joel16/VitaBackup/releases/download/2.00/VitaBackup.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITABUP00.vpk,https://raw.githubusercontent.com/joel16/VitaBackup/master/README.md,None,https://github.com/joel16/VitaBackup.git,None,1588341872,None,None,VPK,None,True
PAUL00004,Echo Moth,Paulo,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/PAUL00004_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/PAUL00004.vpk,None,None,None,None,None,1588341871,None,None,VPK,None,True
SPPX12345,SuperPixelRun,RetroGamer74,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/SPPX12345_icon0.png,None,https://github.com/RetroGamer74/SuperPixelRun/releases/download/1.0/buildspr.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/SPPX12345.vpk,https://raw.githubusercontent.com/RetroGamer74/SuperPixelRun/master/README.md,None,https://github.com/RetroGamer74/SuperPixelRun.git,None,1588341870,None,None,VPK,None,True
THMX00001,Theme Manager Ex,kylon,https://bitbucket.org/kylon/theme-manager-ex-theme-engine/raw/master/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/THMX00001_icon0.png,https://bitbucket.org/kylon/theme-manager-ex-theme-engine/downloads/vtheme.vpk,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/THMX00001.vpk,https://bitbucket.org/kylon/theme-manager-ex-theme-engine/raw/master/README.md,None,https://bitbucket.org/kylon/theme-manager-ex-theme-engine,None,1588341869,None,None,VPK,None,True
UNTITLEDS,An Untitled Story,JeffRulz345,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/UNTITLEDS_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/UNTITLEDS.vpk,None,None,None,https://drive.google.com/open?id=1WnmCXBQxEASaanJ0jX8fJoeK6NWbxTV7,None,1588341868,None,None,VPK,None,True
VITAFBA01,pfba,cpasjuste & rsn8887,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/VITAFBA01_icon0.png,None,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/VITAFBA01.vpk,None,None,None,https://github.com/cpasjuste/pfba.git,None,1588341867,None,None,VPK,None,True
DSTROYVIT,DstroyVita,Rinnegatamante,https://raw.githubusercontent.com/Rinnegatamante/DstroyVita/master/build/sce_sys/icon0.png,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/icon0/DSTROYVIT_icon0.png,https://vitadb.rinnegatamante.it/get_hb_url.php?id=383,https://gitlab.com/SilicaAndPina/cbpsdb/-/raw/master/vpk/DSTROYVIT.vpk,None,None,https://github.com/Rinnegatamante/DstroyVita.git,None,1588341866,None,None,VPK,33319e4b,True
